term_id;term_name;taxonomy_name
72435;Editorial Block;whitepaper_type
72434;Partner Block;whitepaper_type
72433;Showcase;whitepaper_type
72432;Featured;whitepaper_type
72350;Partner;whitepaper_type
72348;Company;whitepaper_type
